
ACCX_Angle -176.80	ACCY_Angle 167.37		GRYX_Angle 17.40	GYRY_Angle 17.41	GYRZ_Angle 17.41		CFangleX_Angle -176.01	CFangleY_Angle 168.31		HEADING  10.87	tiltCompensatedHeading  7.10
ACCX_Angle -176.90	ACCY_Angle 166.85		GRYX_Angle 17.63	GYRY_Angle 17.65	GYRZ_Angle 17.64		CFangleX_Angle -176.00	CFangleY_Angle 168.21		HEADING  10.65	tiltCompensatedHeading  7.31
ACCX_Angle -176.90	ACCY_Angle 167.75		GRYX_Angle 17.87	GYRY_Angle 17.88	GYRZ_Angle 17.88		CFangleX_Angle -175.99	CFangleY_Angle 168.30		HEADING  10.65	tiltCompensatedHeading  6.88
ACCX_Angle -177.28	ACCY_Angle 167.25		GRYX_Angle 18.10	GYRY_Angle 18.11	GYRZ_Angle 18.11		CFangleX_Angle -176.06	CFangleY_Angle 168.28		HEADING  10.93	tiltCompensatedHeading  9.43
ACCX_Angle -176.88	ACCY_Angle 167.41		GRYX_Angle 18.32	GYRY_Angle 18.33	GYRZ_Angle 18.32		CFangleX_Angle -176.05	CFangleY_Angle 168.28		HEADING  10.93	tiltCompensatedHeading  7.58
ACCX_Angle -177.08	ACCY_Angle 167.64		GRYX_Angle 18.54	GYRY_Angle 18.55	GYRZ_Angle 18.55		CFangleX_Angle -176.08	CFangleY_Angle 168.33		HEADING  11.08	tiltCompensatedHeading  8.65
ACCX_Angle -176.91	ACCY_Angle 167.41		GRYX_Angle 18.77	GYRY_Angle 18.78	GYRZ_Angle 18.78		CFangleX_Angle -176.06	CFangleY_Angle 168.33		HEADING  11.08	tiltCompensatedHeading  8.06
ACCX_Angle -177.26	ACCY_Angle 167.25		GRYX_Angle 18.98	GYRY_Angle 18.99	GYRZ_Angle 18.99		CFangleX_Angle -176.14	CFangleY_Angle 168.28		HEADING  10.95	tiltCompensatedHeading  9.36
ACCX_Angle -177.12	ACCY_Angle 167.23		GRYX_Angle 19.19	GYRY_Angle 19.20	GYRZ_Angle 19.20		CFangleX_Angle -176.16	CFangleY_Angle 168.24		HEADING  10.95	tiltCompensatedHeading  8.75
ACCX_Angle -176.76	ACCY_Angle 167.57		GRYX_Angle 19.44	GYRY_Angle 19.45	GYRZ_Angle 19.45		CFangleX_Angle -176.08	CFangleY_Angle 168.30		HEADING  10.83	tiltCompensatedHeading  6.69
ACCX_Angle -177.12	ACCY_Angle 167.66		GRYX_Angle 19.67	GYRY_Angle 19.69	GYRZ_Angle 19.68		CFangleX_Angle -176.10	CFangleY_Angle 168.36		HEADING  10.83	tiltCompensatedHeading  8.22
ACCX_Angle -177.14	ACCY_Angle 167.73		GRYX_Angle 19.91	GYRY_Angle 19.92	GYRZ_Angle 19.91		CFangleX_Angle -176.12	CFangleY_Angle 168.42		HEADING  10.99	tiltCompensatedHeading  8.65
ACCX_Angle -176.76	ACCY_Angle 167.83		GRYX_Angle 20.12	GYRY_Angle 20.13	GYRZ_Angle 20.13		CFangleX_Angle -176.08	CFangleY_Angle 168.47		HEADING  10.99	tiltCompensatedHeading  7.01
ACCX_Angle -176.79	ACCY_Angle 167.63		GRYX_Angle 20.33	GYRY_Angle 20.35	GYRZ_Angle 20.35		CFangleX_Angle -176.05	CFangleY_Angle 168.48		HEADING  11.13	tiltCompensatedHeading  7.47
ACCX_Angle -177.15	ACCY_Angle 167.05		GRYX_Angle 20.55	GYRY_Angle 20.57	GYRZ_Angle 20.57		CFangleX_Angle -176.09	CFangleY_Angle 168.37		HEADING  11.13	tiltCompensatedHeading  9.36
ACCX_Angle -177.03	ACCY_Angle 167.71		GRYX_Angle 20.77	GYRY_Angle 20.79	GYRZ_Angle 20.78		CFangleX_Angle -176.11	CFangleY_Angle 168.41		HEADING  10.80	tiltCompensatedHeading  7.84
ACCX_Angle -177.05	ACCY_Angle 167.50		GRYX_Angle 21.01	GYRY_Angle 21.03	GYRZ_Angle 21.03		CFangleX_Angle -176.10	CFangleY_Angle 168.43		HEADING  10.80	tiltCompensatedHeading  8.07
ACCX_Angle -176.70	ACCY_Angle 167.83		GRYX_Angle 21.26	GYRY_Angle 21.28	GYRZ_Angle 21.28		CFangleX_Angle -176.02	CFangleY_Angle 168.51		HEADING  11.01	tiltCompensatedHeading  6.75
ACCX_Angle -176.97	ACCY_Angle 167.54		GRYX_Angle 21.49	GYRY_Angle 21.51	GYRZ_Angle 21.51		CFangleX_Angle -176.03	CFangleY_Angle 168.50		HEADING  11.07	tiltCompensatedHeading  8.17
ACCX_Angle -176.71	ACCY_Angle 167.40		GRYX_Angle 21.70	GYRY_Angle 21.72	GYRZ_Angle 21.72		CFangleX_Angle -176.00	CFangleY_Angle 168.45		HEADING  11.12	tiltCompensatedHeading  7.15
ACCX_Angle -176.76	ACCY_Angle 167.54		GRYX_Angle 21.95	GYRY_Angle 21.97	GYRZ_Angle 21.96		CFangleX_Angle -175.95	CFangleY_Angle 168.46		HEADING  11.39	tiltCompensatedHeading  7.83
ACCX_Angle -176.84	ACCY_Angle 167.03		GRYX_Angle 22.15	GYRY_Angle 22.17	GYRZ_Angle 22.17		CFangleX_Angle -175.97	CFangleY_Angle 168.34		HEADING  11.34	tiltCompensatedHeading  8.42
ACCX_Angle -176.69	ACCY_Angle 167.28		GRYX_Angle 22.36	GYRY_Angle 22.38	GYRZ_Angle 22.38		CFangleX_Angle -175.94	CFangleY_Angle 168.29		HEADING  11.06	tiltCompensatedHeading  7.05
ACCX_Angle -176.74	ACCY_Angle 167.11		GRYX_Angle 22.56	GYRY_Angle 22.58	GYRZ_Angle 22.58		CFangleX_Angle -175.94	CFangleY_Angle 168.22		HEADING  11.09	tiltCompensatedHeading  7.38
ACCX_Angle -176.86	ACCY_Angle 167.45		GRYX_Angle 22.80	GYRY_Angle 22.82	GYRZ_Angle 22.82		CFangleX_Angle -175.93	CFangleY_Angle 168.26		HEADING  10.81	tiltCompensatedHeading  7.17
ACCX_Angle -176.52	ACCY_Angle 167.40		GRYX_Angle 23.05	GYRY_Angle 23.07	GYRZ_Angle 23.07		CFangleX_Angle -175.85	CFangleY_Angle 168.29		HEADING  10.81	tiltCompensatedHeading  5.73
ACCX_Angle -176.71	ACCY_Angle 167.60		GRYX_Angle 23.31	GYRY_Angle 23.29	GYRZ_Angle 23.28		CFangleX_Angle -175.82	CFangleY_Angle 168.32		HEADING  10.87	tiltCompensatedHeading  6.46
ACCX_Angle -177.14	ACCY_Angle 167.53		GRYX_Angle 23.52	GYRY_Angle 23.51	GYRZ_Angle 23.49		CFangleX_Angle -175.91	CFangleY_Angle 168.34		HEADING  10.87	tiltCompensatedHeading  8.45
ACCX_Angle -177.07	ACCY_Angle 167.85		GRYX_Angle 23.73	GYRY_Angle 23.71	GYRZ_Angle 23.69		CFangleX_Angle -175.98	CFangleY_Angle 168.40		HEADING  11.12	tiltCompensatedHeading  8.43
ACCX_Angle -176.45	ACCY_Angle 167.58		GRYX_Angle 23.94	GYRY_Angle 23.92	GYRZ_Angle 23.90		CFangleX_Angle -175.90	CFangleY_Angle 168.41		HEADING  11.12	tiltCompensatedHeading  5.85
