
ACCX_Angle -176.74	ACCY_Angle 167.61		GRYX_Angle 22.54	GYRY_Angle 22.53	GYRZ_Angle 22.68		CFangleX_Angle -176.06	CFangleY_Angle 168.50		HEADING  10.93 tiltCompensatedHeading  6.86
ACCX_Angle -176.91	ACCY_Angle 167.67		GRYX_Angle 22.77	GYRY_Angle 22.76	GYRZ_Angle 22.93		CFangleX_Angle -176.04	CFangleY_Angle 168.52		HEADING  10.86 tiltCompensatedHeading  7.52
ACCX_Angle -177.15	ACCY_Angle 167.76		GRYX_Angle 23.02	GYRY_Angle 23.01	GYRZ_Angle 23.14		CFangleX_Angle -176.07	CFangleY_Angle 168.57		HEADING  10.86 tiltCompensatedHeading  8.47
ACCX_Angle -176.28	ACCY_Angle 167.20		GRYX_Angle 23.23	GYRY_Angle 23.22	GYRZ_Angle 23.34		CFangleX_Angle -175.94	CFangleY_Angle 168.46		HEADING  11.02 tiltCompensatedHeading  5.11
ACCX_Angle -176.65	ACCY_Angle 166.99		GRYX_Angle 23.43	GYRY_Angle 23.42	GYRZ_Angle 23.55		CFangleX_Angle -175.92	CFangleY_Angle 168.33		HEADING  11.02 tiltCompensatedHeading  6.87
ACCX_Angle -176.63	ACCY_Angle 167.37		GRYX_Angle 23.63	GYRY_Angle 23.63	GYRZ_Angle 23.75		CFangleX_Angle -175.90	CFangleY_Angle 168.30		HEADING  10.46 tiltCompensatedHeading  5.57
ACCX_Angle -176.89	ACCY_Angle 167.57		GRYX_Angle 23.85	GYRY_Angle 23.85	GYRZ_Angle 23.97		CFangleX_Angle -175.92	CFangleY_Angle 168.33		HEADING  10.46 tiltCompensatedHeading  6.62
ACCX_Angle -176.71	ACCY_Angle 167.22		GRYX_Angle 24.07	GYRY_Angle 24.06	GYRZ_Angle 24.19		CFangleX_Angle -175.91	CFangleY_Angle 168.28		HEADING  10.46 tiltCompensatedHeading  6.03
ACCX_Angle -176.91	ACCY_Angle 167.64		GRYX_Angle 24.28	GYRY_Angle 24.27	GYRZ_Angle 24.40		CFangleX_Angle -175.94	CFangleY_Angle 168.32		HEADING  10.46 tiltCompensatedHeading  6.72
ACCX_Angle -176.85	ACCY_Angle 167.59		GRYX_Angle 24.49	GYRY_Angle 24.49	GYRZ_Angle 24.64		CFangleX_Angle -175.95	CFangleY_Angle 168.35		HEADING  10.46 tiltCompensatedHeading  6.44
ACCX_Angle -177.24	ACCY_Angle 167.54		GRYX_Angle 24.73	GYRY_Angle 24.73	GYRZ_Angle 24.88		CFangleX_Angle -176.02	CFangleY_Angle 168.38		HEADING  10.57 tiltCompensatedHeading  8.31
ACCX_Angle -177.25	ACCY_Angle 167.73		GRYX_Angle 24.96	GYRY_Angle 24.95	GYRZ_Angle 25.10		CFangleX_Angle -176.08	CFangleY_Angle 168.43		HEADING  10.57 tiltCompensatedHeading  8.23
ACCX_Angle -177.06	ACCY_Angle 167.85		GRYX_Angle 25.17	GYRY_Angle 25.16	GYRZ_Angle 25.32		CFangleX_Angle -176.11	CFangleY_Angle 168.48		HEADING  10.67 tiltCompensatedHeading  7.48
ACCX_Angle -176.86	ACCY_Angle 167.40		GRYX_Angle 25.40	GYRY_Angle 25.39	GYRZ_Angle 25.55		CFangleX_Angle -176.07	CFangleY_Angle 168.45		HEADING  10.67 tiltCompensatedHeading  6.81
ACCX_Angle -176.75	ACCY_Angle 167.48		GRYX_Angle 25.62	GYRY_Angle 25.61	GYRZ_Angle 25.77		CFangleX_Angle -176.03	CFangleY_Angle 168.43		HEADING  10.58 tiltCompensatedHeading  6.28
ACCX_Angle -176.80	ACCY_Angle 167.80		GRYX_Angle 25.84	GYRY_Angle 25.81	GYRZ_Angle 25.96		CFangleX_Angle -176.01	CFangleY_Angle 168.46		HEADING  10.58 tiltCompensatedHeading  6.35
ACCX_Angle -177.12	ACCY_Angle 167.34		GRYX_Angle 26.04	GYRY_Angle 26.01	GYRZ_Angle 26.16		CFangleX_Angle -176.07	CFangleY_Angle 168.40		HEADING  10.65 tiltCompensatedHeading  8.04
ACCX_Angle -177.12	ACCY_Angle 167.57		GRYX_Angle 26.24	GYRY_Angle 26.21	GYRZ_Angle 26.38		CFangleX_Angle -176.12	CFangleY_Angle 168.39		HEADING  10.24 tiltCompensatedHeading  7.19
